ca_yr,yr,x,y_cat,data_type
2011,69,-173541,-422000,T
2011,69,-249924,-422000,T
2012,70,-266928,-422000,T
2012,70,-260492,-422000,T
2010,68,-273913,-422000,T
2012,70,-256831,-422000,T
2011,69,-193151,-422000,T
2011,69,-239582,-422000,T
2012,70,-307646,-422000,T
2011,69,-184519,-422000,T
2011,69,-179165,-422000,T
2011,69,-183313,-422000,T
2012,70,-216414,-422000,T
2011,69,-177275,-422000,T
2011,69,-186562,-422000,T
2012,70,-294536,-422000,T
2012,70,-153454,-422000,T
2010,68,-186894,-422000,T
2011,69,-214616,-422000,T
2013,71,-207824,-422000,T
2011,69,-143592,-422000,T
2011,69,-178736,-422000,T
2012,70,-221539,-422000,T
2012,70,-221639,-422000,T
2012,70,-208138,-422000,T
2013,71,-209726,-422000,T
2010,68,-140352,-422000,T
2010,68,-116105,-422000,T
2011,69,-176407,-422000,T
2011,69,-198420,-422000,T
2012,70,-279231,-422000,T
2012,70,-225316,-422000,T
2012,70,-240877,-422000,T
2012,70,-231965,-422000,T
2013,71,-186466,-422000,T
2013,71,-186502,-422000,T
2012,70,-23268,-422000,T
2012,70,-199830,-422000,T
2012,70,-307709,-422000,T
2013,71,-160337,-422000,T
2012,70,-171170,-422000,T
2012,70,-222703,-422000,T
2013,71,-186428,-422000,T
2013,71,-237273,-422000,T
2013,71,-223789,-422000,T
2012,70,-288455,-422000,T
2013,71,-194238,-422000,T
2013,71,-175057,-422000,T
2012,70,-207365,-422000,T
2012,70,-203207,-422000,T
2012,70,-184595,-422000,T
2013,71,-194295,-422000,T
2013,71,-175069,-422000,T
2012,70,-215666,-422000,T
2012,70,-233616,-422000,T
2011,69,-189677,-422000,T
2011,69,-184372,-422000,T
2011,69,-184587,-422000,T
2012,70,-195306,-422000,T
2012,70,-187414,-422000,T
2012,70,-191767,-422000,T
2012,70,-216182,-422000,T
2012,70,-204451,-422000,T
2011,69,-184776,-422000,T
2012,70,-134356,-422000,T
2014,72,-213762,-422000,T
2012,70,-206514,-422000,T
2012,70,-240844,-422000,T
2012,70,-231968,-422000,T
2013,71,-184273,-422000,T
2014,72,-233203,-422000,T
2014,72,-223675,-422000,T
2014,72,-222326,-422000,T
2014,72,-225009,-422000,T
2015,73,-248870,-422000,T
2015,73,-226669,-422000,T
2016,74,-212586,-422000,T
2016,74,-189971,-422000,T
2011,69,-184734,-422000,T
2011,69,-168423,-422000,T
2012,70,-186046,-422000,T
2012,70,-208767,-422000,T
2013,71,-268357,-422000,T
2011,69,-184305,-422000,T
2011,69,-179390,-422000,T
2011,69,-261426,-422000,T
2014,72,-239241,-422000,T
2012,70,-186680,-422000,T
2013,71,-194892,-422000,T
2014,72,-287903,-422000,T
2015,73,-192322,-422000,T
2011,69,102485,-422000,T
2011,69,139160,-422000,T
2011,69,113288,-422000,T
2011,69,100971,-422000,T
2011,69,-183966,-422000,T
2011,69,-219220,-422000,T
2012,70,-239067,-422000,T
2012,70,-264452,-422000,T
2012,70,-257360,-422000,T
2011,69,-216609,-422000,T
2011,69,-184816,-422000,T
2011,69,-184813,-422000,T
2011,69,-166922,-422000,T
2011,69,-155842,-422000,T
2013,71,-166283,-422000,T
2013,71,-190660,-422000,T
2014,72,-209820,-422000,T
2015,73,-185717,-422000,T
2015,73,-188847,-422000,T
2015,73,-201289,-422000,T
2016,74,-193654,-422000,T
2012,70,-191953,-422000,T
2013,71,-150614,-422000,T
2015,73,-224284,-422000,T
2012,70,-364170,-422000,T
2012,70,-273313,-422000,T
2012,70,-153263,-422000,T
2013,71,-153361,-422000,T
2012,70,-264135,-422000,T
2012,70,-286471,-422000,T
2013,71,-185932,-422000,T
2012,70,-185645,-422000,T
2012,70,-163882,-422000,T
2013,71,-184137,-422000,T
2013,71,-214785,-422000,T
2014,72,-156450,-422000,T
2014,72,-154311,-422000,T
2014,72,-153951,-422000,T
2015,73,-235482,-422000,T
2014,72,-185895,-422000,T
2014,72,-186263,-422000,T
2012,70,-167838,-422000,T
2012,70,-207223,-422000,T
2012,70,-183463,-422000,T
2012,70,-156572,-422000,T
2013,71,-147164,-422000,T
2014,72,-62215,-422000,T
2014,72,-63181,-422000,T
2015,73,-204092,-422000,T
2012,70,-186227,-422000,T
2012,70,-173658,-422000,T
2013,71,-286656,-422000,T
2013,71,-388175,-422000,T
2013,71,-194685,-422000,T
2014,72,-109380,-422000,T
2014,72,-111453,-422000,T
2013,71,-135843,-422000,T
2012,70,-186052,-422000,T
2012,70,-194331,-422000,T
2013,71,-144789,-422000,T
2013,71,-215659,-422000,T
2014,72,-250364,-422000,T
2014,72,-243558,-422000,T
2012,70,-184022,-422000,T
2014,72,-228359,-422000,T
2015,73,-185657,-422000,T
2015,73,-176935,-422000,T
2013,71,-213494,-422000,T
2015,73,-238902,-422000,T
2015,73,-230374,-422000,T
2013,71,-339192,-422000,T
2014,72,-184894,-422000,T
2015,73,-185791,-422000,T
2015,73,-175235,-422000,T
2016,74,-185598,-422000,T
2016,74,-175140,-422000,T
2013,71,-184611,-422000,T
2014,72,-187819,-422000,T
2015,73,-130968,-422000,T
2015,73,-121589,-422000,T
2013,71,-183873,-422000,T
2014,72,-165133,-422000,T
2014,72,-203435,-422000,T
2015,73,-184268,-422000,T
2015,73,-183889,-422000,T
2013,71,-211909,-422000,T
2015,73,-204628,-422000,T
2013,71,-184447,-422000,T
2013,71,-180108,-422000,T
2014,72,-226710,-422000,T
2013,71,-152714,-422000,T
2013,71,-160188,-422000,T
2013,71,-158928,-422000,T
2013,71,-101040,-422000,T
2015,73,-185713,-422000,T
2013,71,-247151,-422000,T
2014,72,-155174,-422000,T
2013,71,-160193,-422000,T
2014,72,-178309,-422000,T
2013,71,-197090,-422000,T
2014,72,-212758,-422000,T
2014,72,-214759,-422000,T
2013,71,-170119,-422000,T
2013,71,-144939,-422000,T
2014,72,-185004,-422000,T
2013,71,-187458,-422000,T
2015,73,-213502,-422000,T
2014,72,-167804,-422000,T
2014,72,-188130,-422000,T
2014,72,-105795,-422000,T
2015,73,-211340,-422000,T
2014,72,-63199,-422000,T
2015,73,-151196,-422000,T
2016,74,-227457,-422000,T
2014,72,-78398,-422000,T
2015,73,-188257,-422000,T
2015,73,-112813,-422000,T
2015,73,-108537,-422000,T
2016,74,-286669,-422000,T
2016,74,-230066,-422000,T
2014,72,-102101,-422000,T
2015,73,-209596,-422000,T
2015,73,-194654,-422000,T
2016,74,-138680,-422000,T
2014,72,-212213,-422000,T
2015,73,-184597,-422000,T
2015,73,-172577,-422000,T
2015,73,-164842,-422000,T
2014,72,-171869,-422000,T
2014,72,-215104,-422000,T
2014,72,-251904,-422000,T
2015,73,-290856,-422000,T
2016,74,-278039,-422000,T
2016,74,-254647,-422000,T
2014,72,-185989,-422000,T
2015,73,-185870,-422000,T
2015,73,-171898,-422000,T
2015,73,-177006,-422000,T
2016,74,-216699,-422000,T
2014,72,-188891,-422000,T
2014,72,-187793,-422000,T
2015,73,-185763,-422000,T
2016,74,-217306,-422000,T
2014,72,-176313,-422000,T
2015,73,-185837,-422000,T
2015,73,-217264,-422000,T
2016,74,-203598,-422000,T
2016,74,-187691,-422000,T
2016,74,-175658,-422000,T
2014,72,-349584,-422000,T
2014,72,-348348,-422000,T
2015,73,-184701,-422000,T
2015,73,-169571,-422000,T
2015,73,-187615,-422000,T
2015,73,-210338,-422000,T
2014,72,-179407,-422000,T
2015,73,-207209,-422000,T
2014,72,-204887,-422000,T
2014,72,-217722,-422000,T
2015,73,-231476,-422000,T
2014,72,-161271,-422000,T
2014,72,-192724,-422000,T
2015,73,-204632,-422000,T
1978,36,-362953,-422000,O
1978,36,-374658,-422000,O
1978,36,-360567,-422000,O
1978,36,-359613,-422000,O
1980,38,-337896,-422000,O
1981,39,-289324,-422000,O
1983,41,-197106,-422000,O
1984,42,-234900,-422000,O
1984,42,-229588,-422000,O
1984,42,-319411,-422000,O
1987,45,-337693,-422000,O
1987,45,-306951,-422000,O
2000,58,-226885,-422000,O
1993,51,-328362,-422000,O
1996,54,-370324,-422000,O
1998,56,-353954,-422000,O
2002,60,-393148,-422000,O
2004,62,-379515,-422000,O
2005,63,-276192,-422000,O
2014,72,-184483,-422000,O
1981,39,-247748,-422000,O
1982,40,-139099,-422000,O
1982,40,-189174,-422000,O
1982,40,-187594,-422000,O
1982,40,-214728,-422000,O
1982,40,-215280,-422000,O
1982,40,-182917,-422000,O
1983,41,-257494,-422000,O
1983,41,-187594,-422000,O
1983,41,-191568,-422000,O
1983,41,-187594,-422000,O
1983,41,-222675,-422000,O
1983,41,-189015,-422000,O
1984,42,-209187,-422000,O
1984,42,-194845,-422000,O
1984,42,-300774,-422000,O
1984,42,-279680,-422000,O
1984,42,-194845,-422000,O
1984,42,-215229,-422000,O
1985,43,-187540,-422000,O
1985,43,-241191,-422000,O
1985,43,-184515,-422000,O
1986,44,-231322,-422000,O
1986,44,-183799,-422000,O
1986,44,-209503,-422000,O
1986,44,-261729,-422000,O
1986,44,-184515,-422000,O
1986,44,-379463,-422000,O
1986,44,-318399,-422000,O
1990,48,-463577,-422000,O
1943,1,-183799,-422000,O
1943,1,-183799,-422000,O
1946,4,-183799,-422000,O
1946,4,-183799,-422000,O
1959,17,-163537,-422000,O
1963,21,-183799,-422000,O
1964,22,-183799,-422000,O
1964,22,-183799,-422000,O
1964,22,-183799,-422000,O
1966,24,-279220,-422000,O
1967,25,-183799,-422000,O
1967,25,-183799,-422000,O
1969,27,-183799,-422000,O
1969,27,-279680,-422000,O
1971,29,-187594,-422000,O
1972,30,-184460,-422000,O
1972,30,-184453,-422000,O
1973,31,-184663,-422000,O
1974,32,-148279,-422000,O
1974,32,-185769,-422000,O
1974,32,-186469,-422000,O
1976,34,-187594,-422000,O
1979,37,-184515,-422000,O
1980,38,-279104,-422000,O
1980,38,-189151,-422000,O
1980,38,-278903,-422000,O
1980,38,-187594,-422000,O
1981,39,-187556,-422000,O
1981,39,-185942,-422000,O
1981,39,-185942,-422000,O
1981,39,-185980,-422000,O
1981,39,-279325,-422000,O
1981,39,-276980,-422000,O
1996,54,-482527,-422000,O
1998,56,-393818,-422000,O
2001,59,-533423,-422000,O
2001,59,-345636,-422000,O
2003,61,-503472,-422000,O
1986,44,-187553,-422000,O
1987,45,-191658,-422000,O
1987,45,-234351,-422000,O
1987,45,-319210,-422000,O
1987,45,-187620,-422000,O
1987,45,-188507,-422000,O
1987,45,-183799,-422000,O
1987,45,-215388,-422000,O
1987,45,-311449,-422000,O
1987,45,-219092,-422000,O
1987,45,-191658,-422000,O
1987,45,-171419,-422000,O
1987,45,-195068,-422000,O
1987,45,-187620,-422000,O
1987,45,-180744,-422000,O
1987,45,-180744,-422000,O
1988,46,-225992,-422000,O
1988,46,-433449,-422000,O
1988,46,-185132,-422000,O
1988,46,-186331,-422000,O
1988,46,-182747,-422000,O
1988,46,-185781,-422000,O
1988,46,-187257,-422000,O
1988,46,-108226,-422000,O
1988,46,-186331,-422000,O
1989,47,-163561,-422000,O
1989,47,-196465,-422000,O
1989,47,-186584,-422000,O
1990,48,-189075,-422000,O
1990,48,-184499,-422000,O
1990,48,-189075,-422000,O
1990,48,-251188,-422000,O
1990,48,-187594,-422000,O
1990,48,-184499,-422000,O
1991,49,-183799,-422000,O
1991,49,-187594,-422000,O
1991,49,-185470,-422000,O
1991,49,-48861,-422000,O
1991,49,-193518,-422000,O
1991,49,-189138,-422000,O
1991,49,-215815,-422000,O
1992,50,-187635,-422000,O
1992,50,-185964,-422000,O
1992,50,-189075,-422000,O
1992,50,-184499,-422000,O
1992,50,-184646,-422000,O
1993,51,-184646,-422000,O
1993,51,-186200,-422000,O
1993,51,-189639,-422000,O
1993,51,-189639,-422000,O
1993,51,-187619,-422000,O
1993,51,-189639,-422000,O
1994,52,-190917,-422000,O
1994,52,-176572,-422000,O
1994,52,-189685,-422000,O
1994,52,-189685,-422000,O
1995,53,-431919,-422000,O
1995,53,-431919,-422000,O
1995,53,-372648,-422000,O
1995,53,-189685,-422000,O
1996,54,-189685,-422000,O
1996,54,-189685,-422000,O
1996,54,-420448,-422000,O
1996,54,-193723,-422000,O
1996,54,-187658,-422000,O
1996,54,-187658,-422000,O
1996,54,-187658,-422000,O
1996,54,-187658,-422000,O
1996,54,-187658,-422000,O
1996,54,-187658,-422000,O
1996,54,-187658,-422000,O
1997,55,-174870,-422000,O
1997,55,-192123,-422000,O
1997,55,-196085,-422000,O
1997,55,-119208,-422000,O
1998,56,-189685,-422000,O
1999,57,-282005,-422000,O
1999,57,-234948,-422000,O
1999,57,-182396,-422000,O
1999,57,-182396,-422000,O
1999,57,-188280,-422000,O
1999,57,-182396,-422000,O
1999,57,-279075,-422000,O
1999,57,-287875,-422000,O
1999,57,-187612,-422000,O
1999,57,-187596,-422000,O
2000,58,-186697,-422000,O
2000,58,-186697,-422000,O
2000,58,-186697,-422000,O
2000,58,-186109,-422000,O
2000,58,-186697,-422000,O
2000,58,-277755,-422000,O
2000,58,-192142,-422000,O
2000,58,-211468,-422000,O
2001,59,-280684,-422000,O
2001,59,-186697,-422000,O
2001,59,-186697,-422000,O
2001,59,-186697,-422000,O
2001,59,-186697,-422000,O
2001,59,-186697,-422000,O
2001,59,-186697,-422000,O
2001,59,-186697,-422000,O
2002,60,-186697,-422000,O
2002,60,-186697,-422000,O
2002,60,-186697,-422000,O
2002,60,-186697,-422000,O
2002,60,-186697,-422000,O
2002,60,-186697,-422000,O
2002,60,-186697,-422000,O
2002,60,-186697,-422000,O
2002,60,-186697,-422000,O
2002,60,-186697,-422000,O
2002,60,-186697,-422000,O
2002,60,-186697,-422000,O
2003,61,-186697,-422000,O
2003,61,-186697,-422000,O
2003,61,-186697,-422000,O
2003,61,-186697,-422000,O
2003,61,-186697,-422000,O
2003,61,-186697,-422000,O
2003,61,-186697,-422000,O
2003,61,-186697,-422000,O
2003,61,-186697,-422000,O
2003,61,-186697,-422000,O
2003,61,-180503,-422000,O
2003,61,-185472,-422000,O
2004,62,-186697,-422000,O
2004,62,-186697,-422000,O
2004,62,-186697,-422000,O
2004,62,-186697,-422000,O
2004,62,-186697,-422000,O
2004,62,-186697,-422000,O
2004,62,-183615,-422000,O
2004,62,-186697,-422000,O
2004,62,-186697,-422000,O
2004,62,-186697,-422000,O
2004,62,-186697,-422000,O
2004,62,-186697,-422000,O
2004,62,-186697,-422000,O
2004,62,-186697,-422000,O
2004,62,-186697,-422000,O
2005,63,-187499,-422000,O
2005,63,-187499,-422000,O
2005,63,-184500,-422000,O
2005,63,-186697,-422000,O
2005,63,-187499,-422000,O
2006,64,-181745,-422000,O
2006,64,-184567,-422000,O
2006,64,-391356,-422000,O
2006,64,-190998,-422000,O
2006,64,-189394,-422000,O
2006,64,-187442,-422000,O
2006,64,-182546,-422000,O
2006,64,-186697,-422000,O
2006,64,-181706,-422000,O
2006,64,-187781,-422000,O
2007,65,-186627,-422000,O
2007,65,-184439,-422000,O
2009,67,-186262,-422000,O
2009,67,-186129,-422000,O
1965,23,-466663,-422000,O
1973,31,-528501,-422000,O
1973,31,-459296,-422000,O
1977,35,-492189,-422000,O
1987,45,-484215,-422000,O
1988,46,-429585,-422000,O
2005,63,-511712,-422000,O
2007,65,-195602,-422000,O
2007,65,-187928,-422000,O
2007,65,-186684,-422000,O
2007,65,-184049,-422000,O
2009,67,-186677,-422000,O
2009,67,-202990,-422000,O
2009,67,-187441,-422000,O
2009,67,-187797,-422000,O
2009,67,-184535,-422000,O
2009,67,-184536,-422000,O
2009,67,-185837,-422000,O
2009,67,-188143,-422000,O
2007,65,-186703,-422000,O
2007,65,-186960,-422000,O
2007,65,-188212,-422000,O
2007,65,-186119,-422000,O
2007,65,-186148,-422000,O
2007,65,-187149,-422000,O
2008,66,-240537,-422000,O
2008,66,-188166,-422000,O
2009,67,-174962,-422000,O
2009,67,-280973,-422000,O
2008,66,-198290,-422000,O
2008,66,-158462,-422000,O
2008,66,-184500,-422000,O
2008,66,-188657,-422000,O
2008,66,-193192,-422000,O
2008,66,6109,-422000,O
2008,66,-187374,-422000,O
2008,66,-188436,-422000,O
2008,66,-187299,-422000,O
2008,66,-187287,-422000,O
2008,66,-187325,-422000,O
2008,66,-188113,-422000,O
2008,66,-198305,-422000,O
2008,66,-196080,-422000,O
2008,66,-187146,-422000,O
2009,67,-196401,-422000,O
2009,67,-196555,-422000,O
2009,67,-186690,-422000,O
2009,67,-178092,-422000,O
2009,67,-161158,-422000,O
2009,67,-161185,-422000,O
2009,67,-183490,-422000,O
2009,67,-158724,-422000,O
2009,67,-172448,-422000,O
2009,67,-141322,-422000,O
2009,67,-178765,-422000,O
2009,67,-172616,-422000,O
2009,67,-171439,-422000,O
2009,67,-178883,-422000,O
2009,67,-178895,-422000,O
2009,67,-178981,-422000,O
2009,67,-178741,-422000,O
2009,67,-179058,-422000,O
2009,67,-178903,-422000,O
2009,67,-178705,-422000,O
2009,67,-178628,-422000,O
2010,68,-184784,-422000,O
2010,68,-184764,-422000,O
2010,68,-170240,-422000,O
2010,68,-201314,-422000,O
2010,68,-184758,-422000,O
2010,68,-184877,-422000,O
2010,68,-184877,-422000,O
2010,68,-184878,-422000,O
2010,68,-189718,-422000,O
2010,68,-193213,-422000,O
2010,68,-183441,-422000,O
2010,68,-186232,-422000,O
2010,68,-207338,-422000,O
2010,68,-184755,-422000,O
2010,68,-196247,-422000,O
2010,68,-186699,-422000,O
2011,69,-156699,-422000,O
2011,69,-281236,-422000,O
2011,69,-304889,-422000,O
2011,69,-203579,-422000,O
2011,69,-182917,-422000,O
2011,69,-184522,-422000,O
2011,69,-166934,-422000,O
2011,69,-183012,-422000,O
2011,69,137412,-422000,O
2011,69,-217633,-422000,O
2011,69,-301983,-422000,O
2011,69,-181765,-422000,O
2012,70,-184591,-422000,O
2012,70,-142969,-422000,O
2012,70,-185318,-422000,O
2012,70,-189720,-422000,O
2012,70,-137706,-422000,O
2013,71,-159282,-422000,O
2013,71,-190010,-422000,O
2013,71,-278810,-422000,O
2013,71,-184557,-422000,O
2013,71,-184476,-422000,O
2013,71,-184489,-422000,O
2013,71,-187606,-422000,O
2013,71,-183783,-422000,O
2013,71,-186298,-422000,O
2013,71,-171525,-422000,O
2013,71,-388851,-422000,O
2014,72,-190608,-422000,O
2012,70,-190254,-422000,O
2014,72,-160839,-422000,O
2014,72,-222300,-422000,O
2015,73,-186159,-422000,O
2015,73,-278385,-422000,O
2015,73,-184050,-422000,O
2015,73,-184050,-422000,O
2015,73,-188184,-422000,O
2015,73,-185869,-422000,O
2015,73,-184284,-422000,O
2015,73,-150776,-422000,O
2015,73,-187785,-422000,O
2015,73,-184186,-422000,O
2016,74,-269397,-422000,O
2016,74,-187071,-422000,O
2016,74,-184112,-422000,O
2016,74,-261971,-422000,O
2016,74,-205542,-422000,O
2016,74,-348240,-422000,O
2016,74,-204590,-422000,O
2016,74,-184131,-422000,O
2016,74,-165949,-422000,O
2010,68,-224030,-122000,T
2010,68,-193570,-122000,T
2011,69,-214906,-122000,T
2011,69,-202780,-122000,T
2012,70,-216252,-122000,T
2012,70,-217349,-122000,T
2012,70,-193413,-122000,T
2012,70,-205719,-122000,T
2010,68,-208331,-122000,T
2010,68,-210766,-122000,T
2010,68,-268535,-122000,T
2010,68,-281963,-122000,T
2010,68,-276715,-122000,T
2011,69,-185854,-122000,T
2012,70,-209153,-122000,T
2013,71,-184964,-122000,T
2010,68,-256586,-122000,T
2011,69,-203354,-122000,T
2011,69,-159521,-122000,T
2011,69,-157011,-122000,T
2012,70,-242084,-122000,T
2010,68,-201891,-122000,T
2010,68,-303920,-122000,T
2013,71,-228997,-122000,T
2013,71,-219723,-122000,T
2010,68,-251374,-122000,T
2011,69,-235687,-122000,T
2010,68,-209597,-122000,T
2011,69,-207985,-122000,T
2011,69,-220255,-122000,T
2012,70,-291367,-122000,T
2013,71,-218760,-122000,T
2010,68,-201169,-122000,T
2010,68,-218846,-122000,T
2010,68,-199732,-122000,T
2012,70,-199781,-122000,T
2012,70,-190534,-122000,T
2012,70,-198241,-122000,T
2012,70,-176853,-122000,T
2013,71,-209210,-122000,T
2013,71,-204081,-122000,T
2012,70,-130554,-122000,T
2012,70,-131504,-122000,T
2013,71,-250408,-122000,T
2010,68,-222527,-122000,T
2010,68,-217734,-122000,T
2012,70,-211390,-122000,T
2010,68,-287511,-122000,T
2010,68,-287759,-122000,T
2011,69,-333299,-122000,T
2012,70,-346188,-122000,T
2011,69,-266725,-122000,T
2011,69,-336726,-122000,T
2012,70,-300083,-122000,T
2010,68,-214554,-122000,T
2010,68,-221887,-122000,T
2011,69,-212866,-122000,T
2011,69,-217098,-122000,T
2011,69,-213768,-122000,T
2011,69,-221722,-122000,T
2011,69,-282905,-122000,T
2012,70,-152918,-122000,T
2012,70,-154315,-122000,T
2012,70,-149371,-122000,T
2013,71,-170284,-122000,T
2013,71,-193191,-122000,T
2010,68,-234645,-122000,T
2011,69,-246038,-122000,T
2012,70,-193677,-122000,T
2012,70,-125594,-122000,T
2012,70,-125517,-122000,T
2013,71,-238172,-122000,T
2012,70,-222546,-122000,T
2012,70,-226338,-122000,T
2012,70,-246998,-122000,T
2013,71,-179103,-122000,T
2010,68,-189434,-122000,T
2011,69,-247672,-122000,T
2011,69,-72471,-122000,T
2012,70,-282674,-122000,T
2013,71,-208834,-122000,T
2012,70,-210748,-122000,T
2012,70,-62899,-122000,T
2012,70,-76190,-122000,T
2013,71,-80640,-122000,T
2013,71,-168265,-122000,T
2013,71,-209317,-122000,T
2012,70,-193745,-122000,T
2012,70,-213257,-122000,T
2013,71,-188335,-122000,T
2013,71,-221745,-122000,T
2013,71,-218593,-122000,T
2013,71,-210319,-122000,T
2013,71,-189557,-122000,T
2012,70,-278925,-122000,T
2013,71,-285823,-122000,T
2013,71,-221290,-122000,T
2012,70,-351671,-122000,T
2013,71,-285604,-122000,T
2012,70,-208719,-122000,T
2012,70,-266908,-122000,T
2012,70,-205756,-122000,T
2012,70,-199712,-122000,T
2012,70,-195389,-122000,T
2013,71,-285417,-122000,T
2011,69,-219857,-122000,T
2011,69,-205498,-122000,T
2012,70,-231341,-122000,T
2012,70,-208211,-122000,T
2012,70,-208582,-122000,T
2012,70,-186397,-122000,T
2012,70,-154498,-122000,T
2013,71,-171334,-122000,T
2013,71,-168209,-122000,T
2013,71,-236103,-122000,T
2014,72,-144130,-122000,T
2014,72,-148626,-122000,T
2014,72,-180230,-122000,T
2015,73,-102347,-122000,T
2015,73,-120314,-122000,T
